"serial","year_serial","time_serial","incident_id","school","school_level","date","year","first_shot_time","time_slot","decimal_time","city","state","lat","long","location","location_type","shoot_category","time_slot_group","random","random_x","random_y","random_x1","random_y1","random_x2","random_y2","males","na","females","killed","injured","total","long2","lat2","frequency","school_number","random_x10","random_y10","internal_serial"
2000,86,124,"20220331SCTAG","Tanglewood Middle School","Middle","2022-03-31",2022,"12:30:00",12,12.5,"Greenville","SC",34.825937,-82.468984,"Hallway","Inside School Building","0-5",12,0.7070014094933867,0.1561853913590312,0.23980565462261438,0.2830071188509464,0.12258404167369008,0.39230107492767274,0.1904205409809947,1,0,0,1,0,1,1375368.828117672,-168005.9519255474,1,1693,0.5010738202836365,0.9347791373729706,1
2001,87,150,"20220331PAACP","West Philadelphia Achievement Charter Elementary School","Elementary","2022-03-31",2022,"08:45:00",8,8.75,"Philadelphia","PA",39.970423,-75.2541075,"Playground","Outside on School Property","0-5",8,0.8641668963246047,0.8223175874445587,0.5690348115749657,0.5271129873581231,0.755906755104661,0.7875974141061306,0.25989992287941277,0,0,0,0,0,0,1024282.4517364673,-1290344.2634964304,1,1815,0.035323517862707376,0.06484517152421176,1
2002,88,45,"20220403INBLB","Bloomington High School South","High","2022-04-03",2022,"19:10:00",19,19.17,"Bloomington","IN",39.143062,-86.5290045,"Parking Lot","Outside on School Property","50-100",19,0.47329476987943053,0.3267109275329858,0.5771270217373967,0.590331764658913,0.7429934502579272,0.6842626302968711,0.314280625898391,1,0,0,0,1,1,1948307.3024491102,-437667.4982904379,1,268,0.2390999556519091,0.4991049545351416,1
2003,89,89,"20220405PAERE","Erie High School","High","2022-04-05",2022,"09:40:00",9,9.67,"Erie","PA",42.127951,-80.08258,"Hallway","Inside School Building","0-5",9,0.4625745536759496,0.8154146873857826,0.5940161084290594,0.08593748160637915,0.5219309923704714,0.29284331016242504,0.4787142463028431,0,1,0,0,1,1,525929.6194611399,-353789.5439017096,1,609,0.662385506555438,0.9870372079312801,1
2004,90,151,"20220406WVRIR","Ripley Middle School","Middle","2022-04-06",2022,"08:00:00",8,8,"Ripley","WV",38.80731,-81.70516,"School Bus","School Bus","0-5",8,0.9093666046392173,0.2671630159020424,0.8938097388017923,0.4449429274536669,0.3711482142098248,0.9009786243550479,0.7989181804005057,0,0,0,0,0,0,-178372.97758439078,155087.67303421564,1,1460,0.4907762312795967,0.15012605930678546,1
2005,91,102,"20220406WASTM","St. Monica Catholic School","Elementary","2022-04-06",2022,"13:30:00",13,13.5,"Mercer Island","WA",47.5689133,-122.2224428,"Playground","Outside on School Property","50-100",13,0.9616972054354846,0.6490240453276783,0.5067804625723511,0.5242496796417981,0.82208920433186,0.025886225048452616,0.3300564514938742,0,0,0,0,0,0,-1783563.8116092726,245850.47124553958,1,1650,0.19142606342211366,0.8295925969723612,1
2006,92,92,"20220406ORROP","Roosevelt High School","High","2022-04-06",2022,"21:30:00",21,21.5,"Portland","OR",45.589896,-122.738683,"Parking Lot","Outside on School Property","0-5",21,0.009769800584763288,0.8178390511311591,0.5337795366067439,0.1350147188641131,0.4041672016028315,0.4681173793505877,0.8652662327513099,0,1,0,0,1,1,1960024.2194312145,-399810.24476990016,1,1489,0.1313782543875277,0.9633844406343997,1
2007,93,15,"20220410MALYL","Lynn English High School","High","2022-04-10",2022,"01:00:00",1,1,"Lynn","MA",42.4581332,-70.9648009,"Parking Lot","Outside on School Property","0-5",1,0.7545081188436598,0.1894790236838162,0.3636781005188823,0.42561750556342304,0.7209090581163764,0.06445056293159723,0.4010546731296927,1,0,0,1,0,1,-1862325.2548144064,-234431.61311888823,1,1062,0.5546818294096738,0.2145864514168352,1
2008,94,140,"20220411ARPIP","Pine Bluff High School","High","2022-04-11",2022,"14:45:00",14,14.75,"Pine Bluff","AR",34.2145568,-91.9914099,"Parking Lot","Outside on School Property","50-100",14,0.5930711328983307,0.5221294907387346,0.9780574620235711,0.5524220014922321,0.4871538586448878,0.2653416977263987,0.9691363470628858,0,0,0,0,0,0,845473.8266655842,-638434.8441675019,1,1382,0.5707131933886558,0.33034922322258353,1
2009,95,103,"20220413MISHS","Shelters Elementary School","Elementary","2022-04-13",2022,"13:00:00",13,13,"Southgate","MI",42.2153569,-83.2016239,"Playground","Outside on School Property","0-5",13,0.7482780343852937,0.13734189793467522,0.45634449389763176,0.7339212978258729,0.1560554455500096,0.5224022236652672,0.7021470332983881,0,1,0,0,1,1,979386.626633118,-145034.24088828565,1,1567,0.8616674542427063,0.8388401516713202,1
2010,96,125,"20220414MSNEP","Neshoba Central High School","High","2022-04-14",2022,"12:15:00",12,12.25,"Philadelphia","MS",32.7675797,-89.0919808,"Football Field/Track","Outside on School Property","50-100",12,0.3957742101047188,0.018965248251333833,0.7758428079541773,0.49727133428677917,0.809660647297278,0.7888333790469915,0.5645324243232608,3,0,0,0,3,3,1425596.3126894499,-1094785.341345129,1,1227,0.806247940286994,0.9338039942085743,1
2011,97,93,"20220415VAGAW","Gar-Field High School","High","2022-04-15",2022,"21:30:00",21,21.5,"Woodbridge","VA",38.645487,-77.305304,"Field (General)","Outside on School Property","50-100",21,0.48569172294810414,0.522097883047536,0.30013694800436497,0.7237116144970059,0.4720940301194787,0.1103406932670623,0.8091645357199013,0,0,1,0,1,1,937488.8972716174,236002.9000844263,1,685,0.8880551904439926,0.021759793162345886,1
2012,98,49,"20220416IAMED","Meredith Middle School","Middle","2022-04-16",2022,"18:50:00",18,18.83,"Des Moines","IA",41.6337601,-93.6831409,"Front of School","Outside on School Property","50-100",18,0.6824219191912562,0.4293152312748134,0.7947886025067419,0.24218387622386217,0.5245873259846121,0.13426408567465842,0.46761131449602544,0,1,0,0,1,1,1525884.4453381642,-1204998.3949345385,1,1151,0.019191030645743012,0.4658210033085197,1
2013,99,141,"20220421NDMOM","Mott-Regent High School","K-12","2022-04-21",2022,"14:58:00",14,14.97,"Mott","ND",46.3723482,-102.3189221,"Entryway","Inside School Building",NA,14,0.21966631175018847,0.31164409685879946,0.8743845673743635,0.08935545152053237,0.44515722361393273,0.6403472884558141,0.9073216924443841,1,0,0,1,0,1,147208.2265621996,-1727859.5325139118,1,1196,0.715780958533287,0.82265903824009,1
2014,100,42,"20220422ORHOS","Houck Middle School","Middle","2022-04-22",2022,"23:55:00",23,23.92,"Salem","OR",44.9148866,-122.9718992,"Outside on School Property","Outside on School Property","50-100",23,0.7544067641720176,0.0027159457094967365,0.12037588376551867,0.7848957479000092,0.901457121130079,0.8834574788343161,0.35222724243067205,0,0,0,0,0,0,1134126.49996103,-272985.76924825786,1,833,0.355761565733701,0.752326674759388,1
2015,101,137,"20220422DCEDW","Edmund Burke School","6-12","2022-04-22",2022,"15:20:00",15,15.33,"Washington","DC",38.9423736,-77.0619908,"Hallway","Both Inside/Outside","100-200",15,0.07095694355666637,0.6078717312775552,0.6888460332993418,0.03606921015307307,0.644466039724648,0.7291408728342503,0.5304718881379813,1,0,4,0,5,5,1808869.7924721146,-277344.7103111779,1,582,0.35805696342140436,0.022087192861363292,1
2016,102,50,"20220422CAMOR","Mountain View Middle School","Middle","2022-04-22",2022,"18:00:00",18,18,"Redding","CA",40.6025341,-122.3265973,"Field (General)","Outside on School Property","5-10",18,0.6379771768115461,0.9412438804283738,0.10292405658401549,0.8714294724632055,0.9507478992454708,0.9305027509108186,0.26151903881691396,0,0,0,0,0,0,1937561.5262542362,-439337.1095181053,1,1207,0.5619631588924676,0.7481729639694095,1
2017,103,20,"20220424MOHAF","Hazelwood Central High School","High","2022-04-24",2022,"06:00:00",6,6,"Florissant","MO",38.804391,-90.252658,"Parking Lot","Outside on School Property",NA,6,0.0709630879573524,0.028328745160251856,0.9472389905713499,0.6744852564297616,0.9362745019607246,0.840294384630397,0.3292312871199101,1,0,0,1,0,1,1441843.4839630113,-405769.20580096205,1,774,0.09032208425924182,0.8296748027205467,1
2018,104,138,"20220425WIWIM","Wisconsin Conservatory of Lifelong Learning","6-12","2022-04-25",2022,"15:00:00",15,15,"Milwaukee","WI",43.043455,-87.927624,"Front of School","Outside on School Property","50-100",15,0.12996010202914476,0.3528906668070704,0.07815637439489365,0.8197718197479844,0.6705177621915936,0.8625561005901545,0.11738657369278371,0,0,0,0,0,0,-1588741.698729057,-1042228.8180258523,1,1873,0.9310662858188152,0.46481690066866577,1
2019,105,94,"20220425GAMAM","Marietta City Schools Bus Yard","Other","2022-04-25",2022,"21:00:00",21,21,"Marietta","GA",33.954995,-84.54142,"Parking Lot (Bus)","School Bus","50-100",21,0.7558761390391737,0.15505840093828738,0.00980987399816513,0.42665578820742667,0.8835170394740999,0.8842392715159804,0.8703381032682955,0,0,0,0,0,0,1617046.0526914482,-247389.75852847123,1,1086,0.15587415057234466,0.1213849091436714,1
2020,106,126,"20220426MIASI","Aspen Ridge School","K-8","2022-04-26",2022,"12:30:00",12,12.5,"Ishpeming Township","MI",46.480576068678,-87.733931087053,"Bathroom","Inside School Building","0-5",12,0.9326512508559972,0.6518817085307091,0.4167435097042471,0.9436835173983127,0.43139803293161094,0.6884488011710346,0.3483436265960336,0,0,0,0,0,0,1397677.254402847,-1410057.1720562188,1,195,0.8100643530488014,0.7763338994700462,1
2021,107,40,"20220426GASOM","Southwest High School","High","2022-04-26",2022,"22:30:00",22,22.5,"Macon","GA",32.809329,-83.674427,"Parking Lot","Outside on School Property",NA,22,0.33373592887073755,0.5497762367594987,0.04993472434580326,0.9024765910580754,0.8750254097394645,0.9160401839762926,0.40961625101044774,1,0,0,1,0,1,2146199.567258446,-144983.05104265801,2,116,0.8307340622413903,0.8672236579004675,1
2022,108,77,"20220427TXMOS","Morrill Elementary School","Elementary","2022-04-27",2022,"20:18:00",20,20.3,"San Antonio","TX",29.3738573,-98.4976049,"Front of School","Outside on School Property",NA,20,0.42491517355665565,0.6346055057365447,0.30481127137318254,0.25426338613033295,0.42942053405568004,0.3262073202058673,0.3973725640680641,1,0,0,0,1,1,1463374.6464685053,-1072071.5276969855,1,1187,0.7088553882203996,0.21560023189522326,1
2023,109,71,"20220427INCOS","Coquillard Elementary School","Elementary","2022-04-27",2022,"16:00:00",16,16,"South Bend","IN",41.6911,-86.303438,"School Bus","School Bus","0-5",16,0.8468618276529014,0.6424088696949184,0.190185880754143,0.7652369949501008,0.11919443472288549,0.7371103758923709,0.31002990948036313,0,0,0,0,0,0,1761299.8977906157,-1433022.3871375043,1,455,0.2958954554051161,0.5222354072611779,1
2024,110,92,"20220430PAMCJ","McKee Middle School (McKee Stadium)","Middle","2022-04-30",2022,"10:15:00",10,10.25,"Jeannette City","PA",40.3598,-78.41724,"Football Field/Track","Outside on School Property","0-5",10,0.23341099149547517,0.9402609171811491,0.5549958248157054,0.7282213130965829,0.6120930437464267,0.9633440356701612,0.12689562607556581,0,0,0,0,0,0,448842.88250576466,-1671034.3245944781,1,1131,0.8296238787006587,0.44084927230142057,1
2025,111,93,"20220501VALOM","Louise A. Benton Middle School","Middle","2022-05-01",2022,"10:15:00",10,10.25,"Manassas","VA",38.6572219,-77.4304953,"Football Field/Track","Outside on School Property","50-100",10,0.2883435927797109,0.8299039818812162,0.9986422371584922,0.10461586154997349,0.22560829971916974,0.38870994141325355,0.6489652877207845,2,0,0,0,2,2,638389.7349793467,-1141141.960524549,1,1053,0.3839366715401411,0.996165027609095,1
2026,112,104,"20220501OHHAC","Hamilton Stem Academy","Elementary","2022-05-01",2022,"13:30:00",13,13.5,"Columbus","OH",40.0071972,-82.98003,"Parking Lot","Outside on School Property",NA,13,0.5633593036327511,0.9901514519006014,0.17802594392560422,0.4503856797236949,0.810910795815289,0.9376125049311668,0.8653822485357523,1,0,0,1,0,1,1525884.4453381642,-1204998.3949345385,1,751,0.8655008140485734,0.6453928723931313,1
2027,113,11,"20220503CAARS","Arrowview Middle School","Middle","2022-05-03",2022,"05:45:00",5,5.75,"San Bernardino","CA",34.137206,-117.297827,"Outside on School Property","Outside on School Property","50-100",5,0.5727760868612677,0.06956016551703215,0.9232758013531566,0.612048570998013,0.6346524499822408,0.14568910608068109,0.8662352066021413,0,0,0,0,0,0,1988304.6188365193,-1795020.986591983,1,191,0.3839696377981454,0.7789705798495561,1
2028,114,94,"20220505OHLOL","Lowellville K-12 School","K-12","2022-05-05",2022,"10:30:00",10,10.5,"Lowellville","OH",41.045469,-80.553775,"Cafeteria","Inside School Building","0-5",10,0.4689414049498737,0.8803611914627254,0.7251564185135067,0.9751834769267589,0.159512227633968,0.10953203123062849,0.22096656868234277,0,0,0,0,0,0,2251025.785983521,227623.78913190644,1,1055,0.8083862552884966,0.8164967191405594,1
2029,115,139,"20220505ALDOD","Dothan City School Bus","K-12","2022-05-05",2022,"15:00:00",15,15,"Dothan","AL",31.194155,-85.352051,"School Bus","School Bus","50-100",15,0.3305628125090152,0.0045115458779037,0.0914013241417706,0.28157239709980786,0.330331472447142,0.19074434111826122,0.5241230851970613,0,0,0,0,0,0,976245.821609077,-311662.59778443177,1,516,0.0949624131899327,0.9965162712614983,1
2030,116,140,"20220509NYEDS","Eden Ii Institute","Other","2022-05-09",2022,"15:15:00",15,15.25,"Staten Island","NY",40.62682,-74.124779,"Front of School","Outside on School Property","50-100",15,0.14083357993513346,0.8060173164121807,0.740717597072944,0.888586078537628,0.10884135635569692,0.4778897506184876,0.37269245460629463,1,0,0,1,0,1,336451.48605859996,-1468433.7925230947,1,576,0.16552091110497713,0.266009031329304,1
2031,117,77,"20220509GARIS","Riverside Elementary School","Elementary","2022-05-09",2022,"07:15:00",7,7.25,"Suwanee","GA",34.0936939,-84.0976579,"School Bus","School Bus","10-30",7,0.9252366803120822,0.736220620572567,0.27250203560106456,0.6371006441768259,0.7019046531058848,0.7195480109658092,0.5712681247387081,0,0,1,0,1,1,1019662.6881005653,-261355.0158353765,1,1463,0.5125749716535211,0.12686054431833327,1
2032,118,141,"20220511FLJAJ","Andrew Jackson High School","High","2022-05-11",2022,"15:00:00",15,15,"Jacksonville","FL",30.3624,-81.6552901,"Beside Building","Outside on School Property","5-10",15,0.5067989083472639,0.6811712561175227,0.6649019990582019,0.35891325725242496,0.20112206204794347,0.004918522899970412,0.3270815627183765,1,0,0,0,1,1,-1951757.6876707806,-550696.184155024,1,172,0.36884545092470944,0.9949945125263184,1
2033,119,105,"20220512TXHEH","Heights High School","High","2022-05-12",2022,"13:15:00",13,13.25,"Houston","TX",29.7945584,-95.3947593,"Parking Lot","Outside on School Property",NA,13,0.2644318901002407,0.2612551157362759,0.21016658516600728,0.48657073779031634,0.6276632486842573,0.07460621558129787,0.9448161574546248,0,1,0,0,1,1,1225356.137235002,-920231.9465240991,1,780,0.752932057948783,0.8459282999392599,1
2034,120,46,"20220512ARHOH","Hot Springs High School","High","2022-05-12",2022,"19:00:00",19,19,"Hot Springs","AR",34.4744603,-93.069773,"Off School Property","Outside on School Property","50-100",19,0.7749068706762046,0.20491766813211143,0.24294264777563512,0.29321513627655804,0.9195692602079362,0.8748936532065272,0.5223035742528737,1,2,0,1,2,3,1726767.7331367605,-1759515.5016488761,1,832,0.42861309135332704,0.4945482867769897,1
2035,121,47,"20220513GASOM","Southwest High School","High","2022-05-13",2022,"19:49:00",19,19.82,"Macon","GA",32.809329,-83.674427,"Parking Lot","Outside on School Property",NA,19,0.0015440506394952536,0.7291076919063926,0.7285279186908156,0.49688091967254877,0.7141946915071458,0.7006104080937803,0.5339716565795243,1,0,0,0,1,1,1965126.4741961043,-564688.5501928036,2,116,0.8307340622413903,0.8672236579004675,2
2036,122,127,"20220513FLALW","Alexander W. Dreyfoos School of the Arts","High","2022-05-13",2022,"12:00:00",12,12,"West Palm Beach","FL",26.70864,-80.05891,"Beside Building","Outside on School Property",NA,12,0.4716138334479183,0.9152562352828681,0.6082405401393771,0.7321746442466974,0.30465362616814673,0.40740260295569897,0.7193141186144203,1,0,0,1,0,1,1167670.4031644927,-135953.94902199198,2,28,0.9630242325365543,0.5825520316138864,2
2037,123,95,"20220515NHBEB","Belmont Elementary School","Elementary","2022-05-15",2022,"10:00:00",10,10,"Belmont","NH",43.4438509,-71.469442,"Parking Lot","Outside on School Property","0-5",10,0.40789086977019906,0.27334012114442885,0.42668355628848076,0.534393573878333,0.9275314696133137,0.16188930231146514,0.9092234831769019,1,0,1,0,2,2,928109.9860226463,-1552166.7602854825,1,235,0.060720571549609303,0.6021059050690383,1
2038,124,48,"20220515ILMEP","Meadow View Elementary School","Elementary","2022-05-15",2022,"19:30:00",19,19.5,"Plainfield","IL",41.566764,-88.251154,"Field (General)","Outside on School Property",NA,19,0.8240630100481212,0.8668243468273431,0.8194661310408264,0.33123023877851665,0.2915500160306692,0.34326383215375245,0.7416703791823238,1,0,0,0,1,1,1949304.0758290284,-442978.2232315254,1,1143,0.2954000805038959,0.8547990159131587,1
2039,125,92,"20220516TXMEM","Mexia High School","High","2022-05-16",2022,"11:20:00",11,11.33,"Mexia","TX",31.6811608,-96.4737808,"Bathroom","Inside School Building","0-5",11,0.7847556606866419,0.1831298682373017,0.594811255345121,0.48344559175893664,0.01699125859886408,0.21243675565347075,0.9805312810931355,0,0,0,0,0,0,1340396.861268728,-992536.7259720525,1,1157,0.46121657034382224,0.6537057461682707,1
2040,126,96,"20220517ILWAC","Walt Disney Magnet School","K-8","2022-05-17",2022,"10:00:00",10,10,"Chicago","IL",41.9567711,-87.6472441,"Classroom","Inside School Building","0-5",10,0.6663192408159375,0.19883501017466187,0.7025245937984437,0.10361560131423175,0.5666289741639048,0.3399854355957359,0.03734197490848601,1,0,0,0,1,1,1459558.5054814348,-421492.2667003067,1,1773,0.8746078750118613,0.12851057504303753,1
2041,127,90,"20220517CASAS","School Bus","Other","2022-05-17",2022,"09:00:00",9,9,"San Francisco","CA",37.663045592112,-122.409423432181,"School Bus","School Bus","50-100",9,0.8196116352919489,0.07281628530472517,0.3630296001210809,0.13008737796917558,0.7576115929987282,0.3194612122606486,0.9718852303922176,0,0,0,0,0,0,788150.8977682366,-556151.7890374028,1,1536,0.5473026775289327,0.339687408413738,1
